ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
258161,Peteiro,22,61,Spain,CF Fuenlabrada,63,CB,CB,72,CF Fuenlabrada 2019 ~ 2021,"5'9""",157lbs,Right,11,"Jul 1, 2019",,€400K,€1K,€700K,2019 ~ 2021,Male
258164,Jandro,20,60,Spain,CE Sabadell FC,62,ST,ST,72,CE Sabadell FC 2018 ~ 2021,"5'9""",154lbs,Right,12,"Jul 1, 2018",,€375K,€1K,€656K,2018 ~ 2021,Male
258165,A. Musaba,19,67,Netherlands,KSV Cercle Brugge,68,ST,RW,81,"KSV Cercle Brugge Jun 30, 2021 On Loan","6'0""",165lbs,Right,14,"Jun 26, 2020","Jun 30, 2021",€1.6M,€3K,€0,"Jun 30, 2021 On Loan",Male
258167,R. Edwards,17,53,England,Peterborough United,55,CB,CB,72,Peterborough United 2020 ~ 2023,"6'1""",168lbs,Left,19,"Aug 10, 2020",,€110K,€500,€261K,2020 ~ 2023,Male
258168,J. Oosterwolde,19,61,Netherlands,FC Twente,61,LB,LB,72,FC Twente 2020 ~ 2023,"6'1""",163lbs,Left,11,"Jul 20, 2020",,€375K,€950,€619K,2020 ~ 2023,Male
258169,T. Brindley,18,56,Scotland,Kilmarnock,59,CAM,CM CAM,75,Kilmarnock 2020 ~ 2021,"5'11""",154lbs,Left,19,"Jul 1, 2020",,€180K,€500,€428K,2020 ~ 2021,Male
258170,I. Tierno,20,57,Argentina,Club Atlético Huracán,59,RB,CDM,67,Club Atlético Huracán 2020 ~ 2021,"5'7""",134lbs,Right,10,"Feb 28, 2020",,€160K,€2K,€264K,2020 ~ 2021,Male
258179,T. Walbrecht,18,57,Germany,Hannover 96,61,CB,CDM CB,73,Hannover 96 2020 ~ 2021,"6'2""",163lbs,Right,16,"Jul 1, 2020",,€200K,€1K,€445K,2020 ~ 2021,Male
258183,Diego Fuoli,22,60,Spain,CE Sabadell FC,60,GK,GK,72,CE Sabadell FC 2020 ~ 2021,"6'2""",170lbs,Right,12,"Aug 13, 2020",,€300K,€1K,€525K,2020 ~ 2021,Male
258185,Luis Carbonell,17,60,Spain,Real Zaragoza,62,CAM,ST,76,Real Zaragoza 2020 ~ 2023,"5'7""",148lbs,Right,16,"Jan 1, 2020",,€425K,€500,€946K,2020 ~ 2023,Male
258196,Y. Benhattab,17,57,France,Chamois Niortais Football Club,58,RM,RM,75,Chamois Niortais Football Club 2020 ~ 2024,"5'7""",130lbs,Right,18,"Jul 1, 2020",,€210K,€500,€499K,2020 ~ 2024,Male
258199,B. Petrović,22,62,Croatia,TSV Hartberg,64,ST,ST,69,TSV Hartberg 2020 ~ 2022,"5'11""",170lbs,Right,7,"Aug 13, 2020",,€425K,€2K,€701K,2020 ~ 2022,Male
258208,O. Lingr,21,70,Czech Republic,SK Slavia Praha,72,CAM,CAM LW RW,80,SK Slavia Praha 2020 ~ 2024,"5'9""",154lbs,Right,10,"Aug 6, 2020",,€2.9M,€500,€7M,2020 ~ 2024,Male
258218,A. Sarı,19,61,Turkey,Fatih Karagümrük S.K.,62,RM,RM RB,76,Fatih Karagümrük S.K. 2020 ~ 2024,"5'11""",174lbs,Right,15,"Jul 1, 2020",,€550K,€2K,€1.4M,2020 ~ 2024,Male
258219,S. Cavero,18,52,Peru,Alianza Lima,55,LM,LW,68,Alianza Lima 2020 ~ 2024,"5'9""",148lbs,Left,16,"Jan 1, 2020",,€100K,€500,€278K,2020 ~ 2024,Male
258221,S. Pineau,17,50,Peru,Alianza Lima,52,ST,ST,73,Alianza Lima 2020 ~ 2022,"6'1""",172lbs,Right,23,"Jan 1, 2020",,€70K,€500,€221K,2020 ~ 2022,Male
258222,B. Stirling,21,56,Scotland,Hamilton Academical FC,56,RB,RB CDM,65,Hamilton Academical FC 2020 ~ 2022,"6'0""",154lbs,Right,9,"Sep 28, 2020",,€130K,€900,€254K,2020 ~ 2022,Male
258228,S. Sanogo,18,53,Ivory Coast,Benevento,56,CAM,CM,70,Benevento 2019 ~ 2024,"5'10""",165lbs,Left,17,"Jul 1, 2019",,€120K,€900,€291K,2019 ~ 2024,Male
258230,J. Hadjam,17,60,France,Paris FC,61,LWB,LB CB,75,Paris FC 2020 ~ 2023,"6'0""",179lbs,Left,15,"Aug 14, 2020",,€375K,€500,€891K,2020 ~ 2023,Male
258238,A. Kol,19,64,Turkey,Galatasaray SK,66,ST,ST LM,79,Galatasaray SK 2020 ~ 2024,"5'9""",154lbs,Right,15,"Aug 1, 2020",,€975K,€8K,€2.5M,2020 ~ 2024,Male
258240,M. Kizza,20,58,Uganda,Montreal Impact,58,LB,LB LWB,67,Montreal Impact 2020 ~ 2022,"6'1""",150lbs,Left,9,"Aug 12, 2020",,€180K,€900,€297K,2020 ~ 2022,Male
258242,A. Skrzyniak,19,55,Poland,Stal Mielec,55,LB,LB,71,Stal Mielec 2020 ~ 2021,"6'4""",168lbs,Left,16,"Feb 19, 2020",,€160K,€500,€316K,2020 ~ 2021,Male
258243,G. Mensah,19,58,Ghana,Varbergs BoIS,60,CB,CB,69,"Varbergs BoIS Dec 31, 2020 On Loan","6'0""",165lbs,Right,11,"Jul 1, 2020","Dec 31, 2020",€200K,€500,€0,"Dec 31, 2020 On Loan",Male
258258,T. Machairas,20,63,Greece,AEK Athens,64,CAM,LW LM,77,AEK Athens 2020 ~ 2023,"5'10""",159lbs,Left,14,"Feb 18, 2020",,€800K,€500,€2.3M,2020 ~ 2023,Male
258262,M. Tolić,23,72,Croatia,Dinamo Zagreb,74,CAM,CAM LW RW,78,Dinamo Zagreb 2020 ~ 2025,"6'2""",179lbs,Right,6,"Aug 14, 2020",,€4.3M,€500,€10.3M,2020 ~ 2025,Male
258263,N. Ninua,21,66,Georgia,PAOK,68,CAM,CM CAM CDM,75,PAOK 2020 ~ 2023,"6'1""",161lbs,Left,9,"Aug 14, 2020",,€975K,€500,€2.3M,2020 ~ 2023,Male
258264,D. Holec,25,66,Slovakia,Sparta Praha,66,GK,GK,69,Sparta Praha 2020 ~ 2023,"6'3""",196lbs,Right,3,"Aug 3, 2020",,€600K,€500,€1.4M,2020 ~ 2023,Male
258269,M. Colossi,19,49,Chile,Colo-Colo,51,ST,ST,60,Colo-Colo 2020 ~ 2024,"5'10""",150lbs,Right,11,"Jan 1, 2020",,€50K,€800,€80K,2020 ~ 2024,Male
258271,Miguel Baeza,20,63,Spain,RC Celta,65,CAM,CAM LW RW,72,RC Celta 2020 ~ 2025,"5'10""",148lbs,Left,9,"Aug 15, 2020",,€575K,€3K,€1.3M,2020 ~ 2025,Male
258272,D. Granečný,21,62,Czech Republic,FC Emmen,62,LB,LB,69,FC Emmen 2016 ~ 2023,"5'11""",154lbs,Left,7,"Jan 1, 2016",,€375K,€1K,€619K,2016 ~ 2023,Male
258274,K. Bauernfeind,18,56,Austria,WSG Tirol,60,CAM,CM,72,WSG Tirol 2020 ~ 2024,"5'10""",159lbs,Right,16,"Aug 1, 2020",,€180K,€700,€374K,2020 ~ 2024,Male
258284,T. Pozzo,19,56,Argentina,Independiente,61,LM,CM,68,Independiente 2020 ~ 2022,"5'9""",154lbs,Left,12,"Aug 1, 2020",,€150K,€2K,€255K,2020 ~ 2022,Male
258286,A. Preciado,23,56,Ecuador,Barcelona Sporting Club,57,LM,LM LW,62,Barcelona Sporting Club 2020 ~ 2021,"5'9""",154lbs,Left,6,"Jul 10, 2020",,€120K,€500,€282K,2020 ~ 2021,Male
258287,V. Lisakovich,22,66,Belarus,Lokomotiv Moscow,68,ST,ST,77,Lokomotiv Moscow 2020 ~ 2024,"5'10""",161lbs,Left,11,"Aug 8, 2020",,€1.1M,€12K,€2M,2020 ~ 2024,Male
258289,J. Sforza,18,56,Argentina,Newell's Old Boys,58,CAM,CM,75,Newell's Old Boys 2020 ~ 2023,"5'10""",168lbs,Right,19,"Aug 1, 2020",,€180K,€850,€383K,2020 ~ 2023,Male
258298,C. Pizarro,20,48,Chile,Unión La Calera,50,CB,CB,59,Unión La Calera 2020 ~ 2024,"5'9""",154lbs,Right,11,"Jan 1, 2020",,€45K,€500,€70K,2020 ~ 2024,Male
258303,M. Sitek,19,58,Poland,Podbeskidzie Bielsko-Biała,59,RM,RM,73,Podbeskidzie Bielsko-Biała 2020 ~ 2023,"5'9""",146lbs,Right,15,"Aug 16, 2020",,€275K,€550,€543K,2020 ~ 2023,Male
258306,Jean Patric,23,67,Brazil,Santa Clara,67,LW,LW RW,73,Santa Clara 2020 ~ 2022,"5'9""",148lbs,Right,6,"Aug 13, 2020",,€1M,€2K,€2.3M,2020 ~ 2022,Male
258308,O. Tymchyk,23,66,Ukraine,Dynamo Kyiv,66,RB,RB,74,Dynamo Kyiv 2015 ~ 2022,"5'11""",148lbs,Right,8,"Jul 10, 2015",,€850K,€500,€2M,2015 ~ 2022,Male
258309,G. Galindo,20,53,Mexico,Tigres U.A.N.L.,53,GK,GK,63,Tigres U.A.N.L. 2020 ~ 2022,"6'1""",148lbs,Right,10,"Aug 14, 2020",,€80K,€3K,€144K,2020 ~ 2022,Male
258311,K. Trelowski,16,52,Poland,Raków Częstochowa,52,GK,GK,75,Raków Częstochowa 2019 ~ 2021,"6'3""",170lbs,Right,23,"Aug 23, 2019",,€90K,€500,€212K,2019 ~ 2021,Male
258312,I. Mihaljević,18,57,Croatia,Bayern München II,59,CB,CB,72,Bayern München II 2020 ~ 2021,"6'3""",174lbs,Left,15,"Jul 1, 2020",,€200K,€500,€415K,2020 ~ 2021,Male
258313,F. Schneider,17,58,Germany,1. FC Union Berlin,60,CM,CM CAM,75,1. FC Union Berlin 2020 ~ 2023,"6'0""",161lbs,Right,17,"Aug 16, 2020",,€250K,€600,€606K,2020 ~ 2023,Male
258314,S. Asoma,17,57,Belgium,Club Brugge KV,59,CDM,CDM CB,76,Club Brugge KV 2020 ~ 2021,"5'9""",150lbs,Right,19,"Aug 16, 2020",,€190K,€500,€385K,2020 ~ 2021,Male
258315,B. Arrey-Mbi,17,60,Germany,Bayern München II,62,CB,CB LB,86,Bayern München II 2020 ~ 2022,"6'2""",168lbs,Left,26,"Jul 1, 2020",,€425K,€500,€1M,2020 ~ 2022,Male
258317,J. Lawlor,29,55,England,Harrogate Town,56,CB,CB,56,Harrogate Town 2020 ~ 2021,"6'4""",185lbs,Right,1,"Aug 10, 2020",,€80K,€2K,€146K,2020 ~ 2021,Male
258324,I. Ouattara,19,59,France,LOSC Lille,61,ST,ST,78,LOSC Lille 2020 ~ 2024,"6'0""",163lbs,Left,19,"Jul 8, 2020",,€325K,€3K,€821K,2020 ~ 2024,Male
258330,M. Cissé,17,59,Guinea,VfB Stuttgart,59,RW,RW LW,76,VfB Stuttgart 2020 ~ 2024,"5'10""",141lbs,Right,17,"Aug 17, 2020",,€300K,€800,€728K,2020 ~ 2024,Male
258332,M. Hybš,27,70,Czech Republic,Viktoria Plzeň,70,LB,LB,71,Viktoria Plzeň 2020 ~ 2023,"6'0""",148lbs,Left,1,"Aug 3, 2020",,€1.8M,€500,€4.1M,2020 ~ 2023,Male
258333,F. Kaša,26,69,Czech Republic,Viktoria Plzeň,71,CB,CB,71,Viktoria Plzeň 2020 ~ 2022,"6'3""",170lbs,Right,2,"Aug 3, 2020",,€1.1M,€500,€2.5M,2020 ~ 2022,Male
258334,M. Káčer,26,68,Slovakia,Viktoria Plzeň,70,CM,CM,71,Viktoria Plzeň 2020 ~ 2023,"5'7""",161lbs,Right,3,"Aug 3, 2020",,€1.1M,€500,€2.5M,2020 ~ 2023,Male
258338,I. El Harchi,21,61,Morocco,FC Cartagena,63,ST,ST,68,FC Cartagena 2020 ~ 2021,"6'3""",174lbs,Right,7,"Aug 11, 2020",,€350K,€1K,€613K,2020 ~ 2021,Male
258340,N. Titkov,19,58,Russia,Lokomotiv Moscow,61,CAM,CM,74,Lokomotiv Moscow 2018 ~ 2024,"5'10""",148lbs,Right,16,"Aug 9, 2018",,€275K,€4K,€612K,2018 ~ 2024,Male
258341,Uri,20,61,Spain,FC Cartagena,63,CB,CB RB CDM,69,FC Cartagena 2019 ~ 2023,"6'2""",176lbs,Right,8,"Aug 20, 2019",,€350K,€1K,€613K,2019 ~ 2023,Male
258342,J. Sikora,18,53,Poland,Bradford City,53,RB,RB,68,Bradford City 2020 ~ 2021,"6'0""",168lbs,Right,15,"Jul 22, 2020",,€110K,€800,€261K,2020 ~ 2021,Male
258343,F. Souček,19,67,Czech Republic,Sparta Praha,69,CAM,CM,77,Sparta Praha 2020 ~ 2023,"6'1""",174lbs,Right,10,"Feb 11, 2020",,€1.2M,€500,€2.9M,2020 ~ 2023,Male
258348,P. Méliande,18,59,France,Pau FC,61,CAM,CM,76,Pau FC 2020 ~ 2021,"6'1""",159lbs,Right,17,"Aug 14, 2020",,€325K,€500,€772K,2020 ~ 2021,Male
258349,A. Oudjani,18,59,France,Racing Club de Lens,61,CAM,CAM,78,Racing Club de Lens 2020 ~ 2023,"6'1""",165lbs,Right,19,"Jul 1, 2020",,€325K,€2K,€853K,2020 ~ 2023,Male
258350,Lucas Silva,22,69,Brazil,FC Paços de Ferreira,69,RW,RW,74,FC Paços de Ferreira 2020 ~ 2023,"5'9""",146lbs,Right,5,"Aug 17, 2020",,€1.4M,€5K,€3M,2020 ~ 2023,Male
258351,I. Boehmer,18,50,Canada,Vancouver Whitecaps FC,50,GK,GK,66,Vancouver Whitecaps FC 2020 ~ 2020,"6'2""",185lbs,Right,16,"Aug 17, 2020",,€50K,€500,€104K,2020 ~ 2020,Male
258352,A. Gülay,17,63,Turkey,Alanyaspor,63,LB,LB,78,"Alanyaspor May 31, 2022 On Loan","5'11""",154lbs,Left,15,"Dec 9, 2019","May 31, 2022",€675K,€500,€0,"May 31, 2022 On Loan",Male
258355,E. Hagen,20,57,Norway,FK Bodø/Glimt,59,CAM,CM,69,FK Bodø/Glimt 2020 ~ 2023,"6'2""",154lbs,Right,12,"Sep 10, 2020",,€180K,€750,€261K,2020 ~ 2023,Male
258358,João Victor,21,67,Brazil,CD Nacional,68,CAM,RW,74,CD Nacional 2019 ~ 2022,"5'10""",161lbs,Right,7,"Jan 1, 2019",,€1.1M,€3K,€2.5M,2019 ~ 2022,Male
258359,Martín Calderón,21,60,Spain,FC Paços de Ferreira,62,CM,CM,68,FC Paços de Ferreira 2020 ~ 2024,"6'0""",170lbs,Right,8,"Aug 19, 2020",,€300K,€1K,€690K,2020 ~ 2024,Male
258361,S. Kennedy,23,61,Canada,SSV Jahn Regensburg,63,CB,CB,68,SSV Jahn Regensburg 2020 ~ 2023,"6'4""",176lbs,Left,7,"Aug 18, 2020",,€325K,€2K,€569K,2020 ~ 2023,Male
258362,Phelipe,21,56,Brazil,FC Dallas,56,GK,GK,64,FC Dallas 2020 ~ 2020,"6'1""",181lbs,Right,8,"Aug 17, 2020",,€100K,€650,€170K,2020 ~ 2020,Male
258363,M. Traore,17,53,Senegal,Los Angeles FC,55,CB,CB,68,Los Angeles FC 2020 ~ 2024,"6'0""",150lbs,Right,15,"Aug 17, 2020",,€110K,€500,€234K,2020 ~ 2024,Male
258370,Bruno Fuchs,21,72,Brazil,PFC CSKA Moscow,74,CB,CB,83,PFC CSKA Moscow 2020 ~ 2025,"6'3""",187lbs,Right,11,"Aug 25, 2020",,€4.9M,€19K,€8.8M,2020 ~ 2025,Male
258371,Pep Chavarría,22,66,Spain,Real Zaragoza,66,LB,LB LM,72,Real Zaragoza 2020 ~ 2024,"5'9""",154lbs,Left,6,"Aug 19, 2020",,€775K,€3K,€1.4M,2020 ~ 2024,Male
258376,J. Benguche,24,69,Honduras,Boavista FC,71,ST,ST,75,Boavista FC 2016 ~ 2024,"6'2""",183lbs,Right,6,"Jan 1, 2016",,€1.5M,€5K,€3.5M,2016 ~ 2024,Male
258380,J. Cozma,17,52,Romania,FC Argeș,54,ST,ST,71,FC Argeș 2020 ~ 2021,"6'2""",187lbs,Left,19,"Aug 10, 2020",,€100K,€500,€198K,2020 ~ 2021,Male
258384,N. Hnid,23,67,Tunisia,AEK Athens,69,CB,CB,73,AEK Athens 2020 ~ 2024,"6'3""",174lbs,Right,6,"Aug 20, 2020",,€950K,€500,€2.3M,2020 ~ 2024,Male
258389,V. Besuijen,19,61,Netherlands,ADO Den Haag,63,RM,RW LW CAM,76,ADO Den Haag 2020 ~ 2023,"5'7""",137lbs,Right,15,"Aug 19, 2020",,€550K,€1K,€1.1M,2020 ~ 2023,Male
258390,I. Grbić,24,69,Croatia,Atlético Madrid,69,GK,GK,77,Atlético Madrid 2020 ~ 2024,"6'5""",183lbs,Right,8,"Aug 20, 2020",,€1.2M,€13K,€2.7M,2020 ~ 2024,Male
258392,D. Longe-King,25,55,England,Newport County,57,CB,CB,58,Newport County 2020 ~ 2021,"6'4""",190lbs,Right,3,"Aug 20, 2020",,€90K,€2K,€164K,2020 ~ 2021,Male
258393,Y. Cimignani,18,59,France,AC Ajaccio,61,CAM,CAM CM,79,AC Ajaccio 2020 ~ 2023,"5'9""",150lbs,Right,20,"Jul 1, 2020",,€325K,€500,€894K,2020 ~ 2023,Male
258395,W. Jarmouni,20,59,France,FC Sochaux-Montbéliard,61,ST,ST,72,FC Sochaux-Montbéliard 2020 ~ 2023,"6'2""",181lbs,Left,13,"Jul 1, 2020",,€300K,€950,€713K,2020 ~ 2023,Male
258396,C. Özkacar,19,62,Turkey,Olympique Lyonnais,64,CB,CB,75,Olympique Lyonnais 2020 ~ 2025,"6'3""",176lbs,Left,13,"Aug 18, 2020",,€525K,€5K,€1.3M,2020 ~ 2025,Male
258402,N. Curcija,19,52,Canada,Le Havre AC,52,GK,GK,68,Le Havre AC 2018 ~ 2024,"6'0""",168lbs,Right,16,"Jul 1, 2018",,€90K,€500,€214K,2018 ~ 2024,Male
258405,A. Arli,17,63,Turkey,Dijon FCO,65,CAM,CAM,81,Dijon FCO 2020 ~ 2024,"5'9""",154lbs,Right,18,"Aug 22, 2020",,€725K,€500,€1.9M,2020 ~ 2024,Male
258406,D. Frelek,18,56,Poland,Podbeskidzie Bielsko-Biała,58,CB,CDM,71,Podbeskidzie Bielsko-Biała 2020 ~ 2023,"6'0""",163lbs,Right,15,"Aug 19, 2020",,€180K,€500,€356K,2020 ~ 2023,Male
258407,B. Soppy,18,66,France,Stade Rennais FC,66,RB,RB CB,81,Stade Rennais FC 2018 ~ 2021,"5'11""",176lbs,Right,15,"Oct 12, 2018",,€1.2M,€3K,€3M,2018 ~ 2021,Male
258428,L. Florică,17,51,Romania,FC Hermannstadt,51,LB,LB,75,FC Hermannstadt 2020 ~ 2022,"5'11""",143lbs,Right,24,"Aug 16, 2020",,€70K,€500,€165K,2020 ~ 2022,Male
258430,B. Verkerken,19,54,Belgium,KV Kortrijk,54,LB,LB,67,KV Kortrijk 2020 ~ 2024,"5'4""",121lbs,Left,13,"Aug 21, 2020",,€120K,€1K,€255K,2020 ~ 2024,Male
258432,C. Matsima,18,64,France,AS Monaco,66,CB,CB,79,AS Monaco 2019 ~ 2022,"6'3""",165lbs,Right,15,"Jul 2, 2019",,€875K,€3K,€2.2M,2019 ~ 2022,Male
258435,A. Drakpe,18,59,Netherlands,Sparta Rotterdam,61,CB,CB,75,Sparta Rotterdam 2020 ~ 2021,"6'1""",165lbs,Right,16,"Jul 1, 2020",,€300K,€500,€623K,2020 ~ 2021,Male
258436,Lorenzo Soares,22,60,Cape Verde,Sparta Rotterdam,62,CB,CB,68,Sparta Rotterdam 2019 ~ 2021,"6'2""",176lbs,Right,8,"Jul 1, 2019",,€275K,€1K,€454K,2019 ~ 2021,Male
258437,E. Emegha,17,61,Netherlands,Sparta Rotterdam,63,ST,ST,78,Sparta Rotterdam 2020 ~ 2023,"6'5""",183lbs,Right,17,"Jul 1, 2020",,€500K,€500,€1M,2020 ~ 2023,Male
258439,O. Camara,17,59,France,Paris FC,60,CDM,CDM CB,74,Paris FC 2020 ~ 2024,"6'6""",203lbs,Right,15,"Aug 22, 2020",,€300K,€500,€713K,2020 ~ 2024,Male
258441,N. Monzango,19,58,DR Congo,Amiens SC,60,CB,CB,68,Amiens SC 2020 ~ 2024,"5'11""",159lbs,Left,10,"Aug 1, 2020",,€180K,€550,€360K,2020 ~ 2024,Male
258442,D. Tetek,17,55,Serbia,Reading,57,CDM,CDM CM,70,Reading 2019 ~ 2021,"5'11""",143lbs,Right,15,"Jul 1, 2019",,€150K,€500,€379K,2019 ~ 2021,Male
258444,E. Guessand,19,63,France,OGC Nice,65,ST,ST,77,OGC Nice 2018 ~ 2021,"6'1""",174lbs,Right,14,"Jul 1, 2018",,€800K,€4K,€2M,2018 ~ 2021,Male
258445,Rafael Bandeira,19,58,Portugal,Amiens SC,58,RB,RB RM,72,Amiens SC 2020 ~ 2024,"6'0""",154lbs,Right,14,"Aug 1, 2020",,€250K,€550,€606K,2020 ~ 2024,Male
258447,B. Sartiaguin,20,61,Mexico,Deportivo Toluca,63,CB,CB,70,Deportivo Toluca 2020 ~ 2024,"5'11""",174lbs,Right,9,"Jul 1, 2020",,€350K,€2K,€665K,2020 ~ 2024,Male
258448,J. Rezabala,20,58,Ecuador,Club Tijuana,60,CAM,CAM,70,Club Tijuana 2020 ~ 2024,"5'6""",148lbs,Left,12,"Aug 23, 2020",,€230K,€3K,€437K,2020 ~ 2024,Male
258451,E. Cornelisse,17,59,Netherlands,Vitesse,61,CB,CB CDM CM,77,Vitesse 2020 ~ 2022,"5'9""",143lbs,Left,18,"Aug 24, 2020",,€275K,€500,€584K,2020 ~ 2022,Male
258452,T. Cseri,32,67,Hungary,Hungary,67,RW,RW LW,67,Hungary Free,"5'9""",168lbs,Right,0,"Jul 14, 2017",,€0,€0,€0,Free,Male
258453,B. Babati,24,63,Hungary,Hungary,64,LM,RM ST,69,Hungary Free,"5'9""",150lbs,Left,6,"Jul 1, 2012",,€0,€0,€0,Free,Male
258454,Ibra Pérez,18,62,Spain,CD Tenerife,64,CM,CM,80,CD Tenerife 2020 ~ 2024,"5'10""",157lbs,Right,18,"Aug 16, 2020",,€625K,€700,€1.4M,2020 ~ 2024,Male
258457,K. Boma,17,59,France,Angers SCO,61,CB,CB,78,Angers SCO 2019 ~ 2024,"6'2""",161lbs,Right,19,"Jul 1, 2019",,€275K,€500,€722K,2019 ~ 2024,Male
258460,F. Cousin-Dawson,17,52,England,Bradford City,54,CB,CB,67,Bradford City 2020 ~ 2021,"6'0""",163lbs,Right,15,"Jul 22, 2020",,€90K,€500,€214K,2020 ~ 2021,Male
258464,L. Lochoshvili,22,62,Georgia,Wolfsberger AC,64,CB,CB LB,69,Wolfsberger AC 2020 ~ 2022,"6'3""",187lbs,Left,7,"Aug 24, 2020",,€375K,€3K,€619K,2020 ~ 2022,Male
258466,Leo Román,20,63,Spain,RCD Mallorca,63,GK,GK,78,RCD Mallorca 2020 ~ 2024,"6'1""",172lbs,Right,15,"Jun 1, 2020",,€675K,€1K,€1.5M,2020 ~ 2024,Male
258468,R. Vita,19,58,France,ESTAC Troyes,58,LB,LB,74,ESTAC Troyes 2020 ~ 2024,"5'7""",146lbs,Left,16,"Aug 24, 2020",,€250K,€700,€594K,2020 ~ 2024,Male
258470,R. Ponti,22,58,France,AJ Auxerre,60,ST,LW LM,67,AJ Auxerre 2020 ~ 2022,"5'9""",150lbs,Left,9,"Jan 31, 2020",,€200K,€1K,€400K,2020 ~ 2022,Male
258474,A. Foley,30,50,Northern Ireland,Finn Harps,50,CM,CM,50,Finn Harps 2020 ~ 2020,"6'1""",172lbs,Right,0,"Aug 20, 2020",,€25K,€500,€39K,2020 ~ 2020,Male
258476,F. Panjeskovic,17,52,Denmark,Lyngby BK,54,CB,CB,75,Lyngby BK 2020 ~ 2022,"6'3""",176lbs,Right,23,"Jul 8, 2020",,€100K,€500,€225K,2020 ~ 2022,Male
258477,Y. Kalley,19,55,Sweden,IFK Göteborg,55,LB,LB LM,67,IFK Göteborg 2020 ~ 2022,"5'11""",139lbs,Left,12,"Aug 25, 2020",,€130K,€500,€189K,2020 ~ 2022,Male
258478,B. Zaynutdinov,22,69,Kazakhstan,PFC CSKA Moscow,70,CAM,LM LB,75,PFC CSKA Moscow 2020 ~ 2025,"6'1""",165lbs,Left,6,"Aug 25, 2020",,€1.4M,€16K,€2.5M,2020 ~ 2025,Male
258481,O. Nowak,19,57,Poland,Getafe CF,57,LB,LB RB,69,Getafe CF 2020 ~ 2021,"5'9""",152lbs,Right,12,"Aug 26, 2020",,€160K,€2K,€368K,2020 ~ 2021,Male
258483,D. Neil,18,51,England,Sunderland,53,CM,CM,66,Sunderland 2019 ~ 2021,"5'11""",154lbs,Right,15,"Jul 1, 2019",,€80K,€750,€190K,2019 ~ 2021,Male
258485,F. Jörgensen,18,62,Sweden,Villarreal CF,62,GK,GK,82,Villarreal CF 2019 ~ 2021,"6'2""",170lbs,Right,20,"Jul 1, 2019",,€525K,€500,€1.6M,2019 ~ 2021,Male
258486,E. Kaya,19,62,Turkey,Beşiktaş JK,64,CB,CB,74,Beşiktaş JK 2020 ~ 2023,"6'3""",181lbs,Right,12,"Jun 1, 2020",,€475K,€5K,€1M,2020 ~ 2023,Male
258488,G. Touré,26,59,France,Carlisle United,61,ST,ST LW,62,Carlisle United 2020 ~ 2021,"6'2""",194lbs,Right,3,"Aug 18, 2020",,€200K,€2K,€365K,2020 ~ 2021,Male
258490,C. Riad,17,59,Morocco,CE Sabadell FC,61,CB,CB,84,"CE Sabadell FC Jun 30, 2021 On Loan","5'10""",154lbs,Right,25,"Jul 1, 2019","Jun 30, 2021",€325K,€500,€0,"Jun 30, 2021 On Loan",Male
258494,Larrubia,18,62,Spain,Málaga CF,64,CAM,CAM,78,Málaga CF 2019 ~ 2022,"5'8""",141lbs,Left,16,"Jul 1, 2019",,€625K,€700,€1.4M,2019 ~ 2022,Male
258498,B. Verbruggen,17,59,Netherlands,RSC Anderlecht,59,GK,GK,78,RSC Anderlecht 2020 ~ 2025,"6'4""",165lbs,Right,19,"Aug 26, 2020",,€250K,€500,€531K,2020 ~ 2025,Male
258500,F. Krastev,18,58,Bulgaria,Bulgaria,60,CAM,CAM CM,75,Bulgaria Free,"5'8""",139lbs,Right,17,"Jul 1, 2020",,€0,€0,€0,Free,Male
258501,M. Lotrič,25,66,Slovenia,Slovenia,68,CAM,CAM,69,Slovenia Free,"5'6""",146lbs,Right,3,"Jan 10, 2018",,€0,€0,€0,Free,Male
258502,N. Kouter,26,64,Slovenia,Slovenia,66,CDM,CDM RB,68,Slovenia Free,"5'8""",154lbs,Right,4,"Jul 1, 2017",,€0,€0,€0,Free,Male
258503,S. Radulovic,18,60,Austria,FK Austria Wien,61,CM,CDM CM,79,FK Austria Wien 2020 ~ 2021,"5'10""",163lbs,Right,19,"Aug 1, 2020",,€400K,€800,€830K,2020 ~ 2021,Male
258504,L. Šušnjara,23,64,Slovenia,FC Chambly Oise,64,LW,LW ST LM,69,FC Chambly Oise 2020 ~ 2023,"6'2""",165lbs,Left,5,"Aug 25, 2020",,€600K,€1K,€1.1M,2020 ~ 2023,Male
258508,E. Nnamani,18,52,Denmark,FC Nordsjælland,52,RW,RW LW CF,71,FC Nordsjælland 2020 ~ 2022,"5'10""",150lbs,Right,19,"Aug 1, 2020",,€100K,€900,€188K,2020 ~ 2022,Male
258509,F. Mwepu,20,59,Zambia,SK Sturm Graz,61,ST,ST,70,SK Sturm Graz 2020 ~ 2022,"5'11""",154lbs,Right,11,"Aug 28, 2020",,€275K,€3K,€454K,2020 ~ 2022,Male
258510,T. Anselm,20,60,Austria,WSG Tirol,62,CAM,CAM,74,"WSG Tirol Jun 30, 2021 On Loan","6'1""",165lbs,Right,14,"Aug 27, 2020","Jun 30, 2021",€450K,€2K,€0,"Jun 30, 2021 On Loan",Male
